Placement plan ready. cells=120 depth_bands=12 lateral_bins=10 usable_depth_m=[1,6] total_samples=100000.
Acceptance-weighted cell quotas ready. feasible_cells=120, acceptance_rate[min/avg/max]=0.008/0.7912/1, quota[min/max]=15/1052, total=100000.
Batch complete: +200 images (total 200/100000) | batch_time_s=9.20 total_time_s=9.20 | managed_mb=4.6 working_set_mb=386.6
Batch complete: +200 images (total 43200/100000) | batch_time_s=8.76 total_time_s=1910.23 | managed_mb=4.5 working_set_mb=397.7
Batch complete: +200 images (total 43400/100000) | batch_time_s=8.86 total_time_s=1919.09 | managed_mb=3.8 working_set_mb=397.9
Batch complete: +200 images (total 43600/100000) | batch_time_s=8.79 total_time_s=1927.87 | managed_mb=4.5 working_set_mb=398.0
Batch complete: +200 images (total 43800/100000) | batch_time_s=8.63 total_time_s=1936.50 | managed_mb=4.2 working_set_mb=397.5
Batch complete: +200 images (total 44000/100000) | batch_time_s=8.63 total_time_s=1945.13 | managed_mb=3.9 working_set_mb=397.9
Batch complete: +200 images (total 44200/100000) | batch_time_s=8.64 total_time_s=1953.78 | managed_mb=3.6 working_set_mb=397.8
Batch complete: +200 images (total 44400/100000) | batch_time_s=8.65 total_time_s=1962.42 | managed_mb=4.3 working_set_mb=397.7
Batch complete: +200 images (total 44600/100000) | batch_time_s=8.67 total_time_s=1971.09 | managed_mb=4.1 working_set_mb=397.9
Batch complete: +200 images (total 44800/100000) | batch_time_s=8.68 total_time_s=1979.77 | managed_mb=4.9 working_set_mb=397.9
Batch complete: +200 images (total 45000/100000) | batch_time_s=8.60 total_time_s=1988.37 | managed_mb=4.5 working_set_mb=397.4
Batch complete: +200 images (total 45200/100000) | batch_time_s=8.58 total_time_s=1996.95 | managed_mb=4.4 working_set_mb=398.0
Batch complete: +200 images (total 45400/100000) | batch_time_s=8.65 total_time_s=2005.59 | managed_mb=4.4 working_set_mb=397.9
Batch complete: +200 images (total 45600/100000) | batch_time_s=8.69 total_time_s=2014.28 | managed_mb=4.2 working_set_mb=398.0
Batch complete: +200 images (total 45800/100000) | batch_time_s=8.67 total_time_s=2022.95 | managed_mb=3.8 working_set_mb=398.0
Batch complete: +200 images (total 46000/100000) | batch_time_s=8.68 total_time_s=2031.63 | managed_mb=4.5 working_set_mb=397.5
Batch complete: +200 images (total 46200/100000) | batch_time_s=8.64 total_time_s=2040.27 | managed_mb=4.1 working_set_mb=397.9
Batch complete: +200 images (total 46400/100000) | batch_time_s=8.66 total_time_s=2048.93 | managed_mb=4.8 working_set_mb=397.8
Batch complete: +200 images (total 46600/100000) | batch_time_s=8.70 total_time_s=2057.63 | managed_mb=4.6 working_set_mb=397.8
Batch complete: +200 images (total 46800/100000) | batch_time_s=8.69 total_time_s=2066.33 | managed_mb=3.7 working_set_mb=397.8
Batch complete: +200 images (total 47000/100000) | batch_time_s=8.67 total_time_s=2074.99 | managed_mb=4.2 working_set_mb=397.9
Batch complete: +200 images (total 47200/100000) | batch_time_s=8.69 total_time_s=2083.68 | managed_mb=3.9 working_set_mb=397.9
Batch complete: +200 images (total 47400/100000) | batch_time_s=8.69 total_time_s=2092.37 | managed_mb=5.3 working_set_mb=398.0
Batch complete: +200 images (total 47600/100000) | batch_time_s=8.68 total_time_s=2101.05 | managed_mb=4.4 working_set_mb=397.6
Batch complete: +200 images (total 47800/100000) | batch_time_s=8.69 total_time_s=2109.74 | managed_mb=4.2 working_set_mb=398.4
Batch complete: +200 images (total 48000/100000) | batch_time_s=8.71 total_time_s=2118.45 | managed_mb=4.9 working_set_mb=397.7
Batch complete: +200 images (total 48200/100000) | batch_time_s=8.74 total_time_s=2127.18 | managed_mb=4.6 working_set_mb=397.4
Batch complete: +200 images (total 48400/100000) | batch_time_s=8.79 total_time_s=2135.97 | managed_mb=4.3 working_set_mb=397.8
Batch complete: +200 images (total 48600/100000) | batch_time_s=8.70 total_time_s=2144.68 | managed_mb=4.9 working_set_mb=397.9
Batch complete: +200 images (total 48800/100000) | batch_time_s=8.76 total_time_s=2153.44 | managed_mb=4.6 working_set_mb=398.0
Batch complete: +200 images (total 49000/100000) | batch_time_s=8.75 total_time_s=2162.19 | managed_mb=4.3 working_set_mb=397.9
Batch complete: +200 images (total 49200/100000) | batch_time_s=8.76 total_time_s=2170.95 | managed_mb=4.9 working_set_mb=397.8
Batch complete: +200 images (total 49400/100000) | batch_time_s=8.74 total_time_s=2179.69 | managed_mb=4.6 working_set_mb=397.9
Batch complete: +200 images (total 49600/100000) | batch_time_s=8.78 total_time_s=2188.47 | managed_mb=3.9 working_set_mb=398.5
Batch complete: +200 images (total 49800/100000) | batch_time_s=8.76 total_time_s=2197.23 | managed_mb=4.6 working_set_mb=397.7
Batch complete: +200 images (total 50000/100000) | batch_time_s=8.72 total_time_s=2205.94 | managed_mb=4.2 working_set_mb=397.9
Batch complete: +200 images (total 50200/100000) | batch_time_s=8.77 total_time_s=2214.71 | managed_mb=3.9 working_set_mb=398.2
Batch complete: +200 images (total 50400/100000) | batch_time_s=8.70 total_time_s=2223.41 | managed_mb=4.5 working_set_mb=397.9
Batch complete: +200 images (total 50600/100000) | batch_time_s=8.80 total_time_s=2232.21 | managed_mb=4.4 working_set_mb=398.1
Batch complete: +200 images (total 50800/100000) | batch_time_s=8.77 total_time_s=2240.98 | managed_mb=5.1 working_set_mb=398.0
Batch complete: +200 images (total 51000/100000) | batch_time_s=8.79 total_time_s=2249.78 | managed_mb=4.1 working_set_mb=397.3
Batch complete: +200 images (total 51200/100000) | batch_time_s=8.77 total_time_s=2258.54 | managed_mb=3.8 working_set_mb=398.0
Batch complete: +200 images (total 51400/100000) | batch_time_s=8.83 total_time_s=2267.38 | managed_mb=4.5 working_set_mb=397.7
Batch complete: +200 images (total 51600/100000) | batch_time_s=8.83 total_time_s=2276.21 | managed_mb=4.3 working_set_mb=397.9
Batch complete: +200 images (total 51800/100000) | batch_time_s=8.83 total_time_s=2285.03 | managed_mb=4.1 working_set_mb=398.1
Batch complete: +200 images (total 52000/100000) | batch_time_s=8.77 total_time_s=2293.80 | managed_mb=4.9 working_set_mb=398.0
Batch complete: +200 images (total 52200/100000) | batch_time_s=8.85 total_time_s=2302.65 | managed_mb=4.6 working_set_mb=397.9
Batch complete: +200 images (total 52400/100000) | batch_time_s=8.80 total_time_s=2311.45 | managed_mb=4.5 working_set_mb=397.8
Batch complete: +200 images (total 52600/100000) | batch_time_s=8.82 total_time_s=2320.27 | managed_mb=4.1 working_set_mb=397.6
Batch complete: +200 images (total 52800/100000) | batch_time_s=8.88 total_time_s=2329.15 | managed_mb=4.0 working_set_mb=397.9
Batch complete: +200 images (total 53000/100000) | batch_time_s=8.65 total_time_s=2337.80 | managed_mb=4.7 working_set_mb=397.7
Batch complete: +200 images (total 53200/100000) | batch_time_s=8.69 total_time_s=2346.49 | managed_mb=4.3 working_set_mb=397.8
Batch complete: +200 images (total 53400/100000) | batch_time_s=8.56 total_time_s=2355.05 | managed_mb=4.8 working_set_mb=397.8
Batch complete: +200 images (total 53600/100000) | batch_time_s=8.64 total_time_s=2363.69 | managed_mb=4.4 working_set_mb=397.8
Batch complete: +200 images (total 53800/100000) | batch_time_s=8.54 total_time_s=2372.22 | managed_mb=4.6 working_set_mb=397.6
Batch complete: +200 images (total 54000/100000) | batch_time_s=8.60 total_time_s=2380.83 | managed_mb=3.7 working_set_mb=397.9
Batch complete: +200 images (total 54200/100000) | batch_time_s=8.58 total_time_s=2389.40 | managed_mb=4.3 working_set_mb=397.6
Batch complete: +200 images (total 54400/100000) | batch_time_s=8.68 total_time_s=2398.09 | managed_mb=3.9 working_set_mb=397.8
Batch complete: +200 images (total 54600/100000) | batch_time_s=8.60 total_time_s=2406.68 | managed_mb=4.9 working_set_mb=397.8
Batch complete: +200 images (total 54800/100000) | batch_time_s=8.68 total_time_s=2415.36 | managed_mb=4.8 working_set_mb=397.8
Batch complete: +200 images (total 55000/100000) | batch_time_s=8.70 total_time_s=2424.06 | managed_mb=3.8 working_set_mb=397.8
Batch complete: +200 images (total 55200/100000) | batch_time_s=8.71 total_time_s=2432.77 | managed_mb=4.1 working_set_mb=397.7
Batch complete: +200 images (total 55400/100000) | batch_time_s=8.67 total_time_s=2441.44 | managed_mb=4.3 working_set_mb=397.9
Batch complete: +200 images (total 55600/100000) | batch_time_s=8.70 total_time_s=2450.14 | managed_mb=4.8 working_set_mb=397.5
Batch complete: +200 images (total 55800/100000) | batch_time_s=8.61 total_time_s=2458.76 | managed_mb=4.3 working_set_mb=397.9
Batch complete: +200 images (total 56000/100000) | batch_time_s=8.67 total_time_s=2467.43 | managed_mb=4.5 working_set_mb=397.7
Batch complete: +200 images (total 56200/100000) | batch_time_s=8.73 total_time_s=2476.16 | managed_mb=4.5 working_set_mb=397.5
Batch complete: +200 images (total 56400/100000) | batch_time_s=8.69 total_time_s=2484.85 | managed_mb=4.3 working_set_mb=397.8
Batch complete: +200 images (total 56600/100000) | batch_time_s=8.67 total_time_s=2493.52 | managed_mb=4.9 working_set_mb=397.8
Batch complete: +200 images (total 56800/100000) | batch_time_s=8.67 total_time_s=2502.19 | managed_mb=4.9 working_set_mb=398.4
Batch complete: +200 images (total 57000/100000) | batch_time_s=8.68 total_time_s=2510.87 | managed_mb=4.3 working_set_mb=397.8
Batch complete: +200 images (total 57200/100000) | batch_time_s=8.75 total_time_s=2519.61 | managed_mb=4.7 working_set_mb=397.7
Batch complete: +200 images (total 57400/100000) | batch_time_s=8.70 total_time_s=2528.31 | managed_mb=4.2 working_set_mb=397.8
Batch complete: +200 images (total 57600/100000) | batch_time_s=8.70 total_time_s=2537.02 | managed_mb=4.4 working_set_mb=397.6
Batch complete: +200 images (total 57800/100000) | batch_time_s=8.65 total_time_s=2545.67 | managed_mb=5.0 working_set_mb=397.7
Batch complete: +200 images (total 58000/100000) | batch_time_s=8.69 total_time_s=2554.36 | managed_mb=4.0 working_set_mb=398.0
Batch complete: +200 images (total 58200/100000) | batch_time_s=8.75 total_time_s=2563.11 | managed_mb=4.1 working_set_mb=398.0
Batch complete: +200 images (total 58400/100000) | batch_time_s=8.74 total_time_s=2571.85 | managed_mb=3.8 working_set_mb=398.0
Batch complete: +200 images (total 58600/100000) | batch_time_s=8.72 total_time_s=2580.56 | managed_mb=4.2 working_set_mb=397.6
Batch complete: +200 images (total 58800/100000) | batch_time_s=8.74 total_time_s=2589.30 | managed_mb=4.2 working_set_mb=397.7
Batch complete: +200 images (total 59000/100000) | batch_time_s=8.69 total_time_s=2597.99 | managed_mb=4.1 working_set_mb=397.8
Batch complete: +200 images (total 59200/100000) | batch_time_s=8.75 total_time_s=2606.75 | managed_mb=4.6 working_set_mb=397.4
Batch complete: +200 images (total 59400/100000) | batch_time_s=8.77 total_time_s=2615.52 | managed_mb=4.2 working_set_mb=397.9
Batch complete: +200 images (total 59600/100000) | batch_time_s=8.74 total_time_s=2624.25 | managed_mb=3.9 working_set_mb=398.0
Batch complete: +200 images (total 59800/100000) | batch_time_s=8.79 total_time_s=2633.05 | managed_mb=3.6 working_set_mb=397.8
Batch complete: +200 images (total 60000/100000) | batch_time_s=8.82 total_time_s=2641.87 | managed_mb=4.3 working_set_mb=397.7
Batch complete: +200 images (total 60200/100000) | batch_time_s=8.79 total_time_s=2650.66 | managed_mb=4.2 working_set_mb=397.8
Batch complete: +200 images (total 60400/100000) | batch_time_s=8.81 total_time_s=2659.46 | managed_mb=4.8 working_set_mb=397.5
Batch complete: +200 images (total 60600/100000) | batch_time_s=8.74 total_time_s=2668.20 | managed_mb=4.4 working_set_mb=398.0
Batch complete: +200 images (total 60800/100000) | batch_time_s=8.76 total_time_s=2676.96 | managed_mb=4.5 working_set_mb=397.7
Batch complete: +200 images (total 61000/100000) | batch_time_s=8.86 total_time_s=2685.82 | managed_mb=4.5 working_set_mb=397.7
Batch complete: +200 images (total 61200/100000) | batch_time_s=8.81 total_time_s=2694.63 | managed_mb=3.6 working_set_mb=397.7
Batch complete: +200 images (total 61400/100000) | batch_time_s=8.80 total_time_s=2703.43 | managed_mb=4.3 working_set_mb=397.6
Batch complete: +200 images (total 61600/100000) | batch_time_s=8.81 total_time_s=2712.24 | managed_mb=4.2 working_set_mb=398.0
Batch complete: +200 images (total 61800/100000) | batch_time_s=8.86 total_time_s=2721.10 | managed_mb=4.7 working_set_mb=397.4
Batch complete: +200 images (total 62000/100000) | batch_time_s=8.87 total_time_s=2729.96 | managed_mb=3.6 working_set_mb=397.9
Batch complete: +200 images (total 62200/100000) | batch_time_s=8.68 total_time_s=2738.64 | managed_mb=4.0 working_set_mb=397.5
Batch complete: +200 images (total 62400/100000) | batch_time_s=8.59 total_time_s=2747.23 | managed_mb=4.6 working_set_mb=397.6
Batch complete: +200 images (total 62600/100000) | batch_time_s=8.65 total_time_s=2755.89 | managed_mb=4.7 working_set_mb=397.7
Batch complete: +200 images (total 62800/100000) | batch_time_s=8.61 total_time_s=2764.50 | managed_mb=3.8 working_set_mb=397.9
Batch complete: +200 images (total 63000/100000) | batch_time_s=8.66 total_time_s=2773.16 | managed_mb=4.6 working_set_mb=397.6
Batch complete: +200 images (total 63200/100000) | batch_time_s=8.63 total_time_s=2781.79 | managed_mb=4.5 working_set_mb=397.8
Batch complete: +200 images (total 63400/100000) | batch_time_s=8.69 total_time_s=2790.48 | managed_mb=4.4 working_set_mb=397.8
Batch complete: +200 images (total 63600/100000) | batch_time_s=8.63 total_time_s=2799.11 | managed_mb=4.3 working_set_mb=397.7
Batch complete: +200 images (total 63800/100000) | batch_time_s=8.61 total_time_s=2807.72 | managed_mb=4.8 working_set_mb=397.6
Batch complete: +200 images (total 64000/100000) | batch_time_s=8.70 total_time_s=2816.42 | managed_mb=3.9 working_set_mb=397.8
Batch complete: +200 images (total 64200/100000) | batch_time_s=8.67 total_time_s=2825.09 | managed_mb=4.7 working_set_mb=397.7
Batch complete: +200 images (total 64400/100000) | batch_time_s=8.62 total_time_s=2833.71 | managed_mb=4.4 working_set_mb=397.6
Batch complete: +200 images (total 64600/100000) | batch_time_s=8.71 total_time_s=2842.42 | managed_mb=4.2 working_set_mb=397.8
Batch complete: +200 images (total 64800/100000) | batch_time_s=8.64 total_time_s=2851.06 | managed_mb=4.2 working_set_mb=397.6
Batch complete: +200 images (total 65000/100000) | batch_time_s=8.63 total_time_s=2859.69 | managed_mb=4.0 working_set_mb=397.8
Batch complete: +200 images (total 65200/100000) | batch_time_s=8.70 total_time_s=2868.40 | managed_mb=4.0 working_set_mb=397.6
Batch complete: +200 images (total 65400/100000) | batch_time_s=8.65 total_time_s=2877.04 | managed_mb=4.5 working_set_mb=397.8
Batch complete: +200 images (total 65600/100000) | batch_time_s=8.69 total_time_s=2885.73 | managed_mb=4.4 working_set_mb=397.8
Batch complete: +200 images (total 65800/100000) | batch_time_s=8.68 total_time_s=2894.40 | managed_mb=4.2 working_set_mb=397.2
Batch complete: +200 images (total 66000/100000) | batch_time_s=8.68 total_time_s=2903.08 | managed_mb=4.9 working_set_mb=397.6
Batch complete: +200 images (total 66200/100000) | batch_time_s=8.68 total_time_s=2911.76 | managed_mb=4.6 working_set_mb=397.8
Batch complete: +200 images (total 66400/100000) | batch_time_s=8.73 total_time_s=2920.49 | managed_mb=3.6 working_set_mb=398.1
Batch complete: +200 images (total 66600/100000) | batch_time_s=8.74 total_time_s=2929.23 | managed_mb=4.3 working_set_mb=398.1
Batch complete: +200 images (total 66800/100000) | batch_time_s=8.70 total_time_s=2937.93 | managed_mb=5.0 working_set_mb=397.7
Batch complete: +200 images (total 67000/100000) | batch_time_s=8.70 total_time_s=2946.63 | managed_mb=4.2 working_set_mb=398.0
Batch complete: +200 images (total 67200/100000) | batch_time_s=8.74 total_time_s=2955.37 | managed_mb=4.9 working_set_mb=397.8
Batch complete: +200 images (total 67400/100000) | batch_time_s=8.69 total_time_s=2964.06 | managed_mb=3.8 working_set_mb=397.9
Batch complete: +200 images (total 67600/100000) | batch_time_s=8.72 total_time_s=2972.78 | managed_mb=4.3 working_set_mb=397.8
Batch complete: +200 images (total 67800/100000) | batch_time_s=8.77 total_time_s=2981.55 | managed_mb=4.3 working_set_mb=398.2
Batch complete: +200 images (total 68000/100000) | batch_time_s=8.76 total_time_s=2990.30 | managed_mb=4.9 working_set_mb=397.6
Batch complete: +200 images (total 68200/100000) | batch_time_s=8.74 total_time_s=2999.04 | managed_mb=4.5 working_set_mb=397.5
Batch complete: +200 images (total 68400/100000) | batch_time_s=8.73 total_time_s=3007.77 | managed_mb=3.6 working_set_mb=398.1
Batch complete: +200 images (total 68600/100000) | batch_time_s=8.75 total_time_s=3016.52 | managed_mb=4.4 working_set_mb=398.1
Batch complete: +200 images (total 68800/100000) | batch_time_s=8.74 total_time_s=3025.26 | managed_mb=4.4 working_set_mb=397.5
Batch complete: +200 images (total 69000/100000) | batch_time_s=8.68 total_time_s=3033.94 | managed_mb=4.3 working_set_mb=397.6
Batch complete: +200 images (total 69200/100000) | batch_time_s=8.77 total_time_s=3042.71 | managed_mb=4.2 working_set_mb=397.9
Batch complete: +200 images (total 69400/100000) | batch_time_s=8.76 total_time_s=3051.46 | managed_mb=4.2 working_set_mb=398.4
Batch complete: +200 images (total 69600/100000) | batch_time_s=8.75 total_time_s=3060.22 | managed_mb=4.3 working_set_mb=397.5
Batch complete: +200 images (total 69800/100000) | batch_time_s=8.79 total_time_s=3069.00 | managed_mb=4.9 working_set_mb=398.1
Batch complete: +200 images (total 70000/100000) | batch_time_s=8.77 total_time_s=3077.77 | managed_mb=3.9 working_set_mb=398.1
Batch complete: +200 images (total 70200/100000) | batch_time_s=8.80 total_time_s=3086.58 | managed_mb=4.7 working_set_mb=397.3
Batch complete: +200 images (total 70400/100000) | batch_time_s=8.78 total_time_s=3095.36 | managed_mb=4.6 working_set_mb=397.5
Batch complete: +200 images (total 70600/100000) | batch_time_s=8.77 total_time_s=3104.13 | managed_mb=4.2 working_set_mb=397.8
Batch complete: +200 images (total 70800/100000) | batch_time_s=8.81 total_time_s=3112.94 | managed_mb=4.2 working_set_mb=398.0
Batch complete: +200 images (total 71000/100000) | batch_time_s=8.79 total_time_s=3121.73 | managed_mb=4.5 working_set_mb=397.6
Batch complete: +200 images (total 71200/100000) | batch_time_s=8.78 total_time_s=3130.51 | managed_mb=4.3 working_set_mb=397.6
Batch complete: +200 images (total 71400/100000) | batch_time_s=8.59 total_time_s=3139.10 | managed_mb=4.2 working_set_mb=398.4
Batch complete: +200 images (total 71600/100000) | batch_time_s=8.56 total_time_s=3147.67 | managed_mb=3.7 working_set_mb=397.8
Batch complete: +200 images (total 71800/100000) | batch_time_s=8.55 total_time_s=3156.21 | managed_mb=4.0 working_set_mb=397.5
Batch complete: +200 images (total 72000/100000) | batch_time_s=8.64 total_time_s=3164.85 | managed_mb=4.3 working_set_mb=397.5
Batch complete: +200 images (total 72200/100000) | batch_time_s=8.60 total_time_s=3173.45 | managed_mb=4.5 working_set_mb=397.5
Batch complete: +200 images (total 72400/100000) | batch_time_s=8.60 total_time_s=3182.06 | managed_mb=4.3 working_set_mb=397.6
Batch complete: +200 images (total 72600/100000) | batch_time_s=8.61 total_time_s=3190.66 | managed_mb=3.8 working_set_mb=398.0
Batch complete: +200 images (total 72800/100000) | batch_time_s=8.63 total_time_s=3199.30 | managed_mb=4.2 working_set_mb=398.0
Batch complete: +200 images (total 73000/100000) | batch_time_s=8.64 total_time_s=3207.94 | managed_mb=4.7 working_set_mb=397.7
Batch complete: +200 images (total 73200/100000) | batch_time_s=8.63 total_time_s=3216.57 | managed_mb=4.2 working_set_mb=398.0
Batch complete: +200 images (total 73400/100000) | batch_time_s=8.61 total_time_s=3225.18 | managed_mb=4.6 working_set_mb=398.0
Batch complete: +200 images (total 73600/100000) | batch_time_s=8.66 total_time_s=3233.84 | managed_mb=4.1 working_set_mb=397.5
Batch complete: +200 images (total 73800/100000) | batch_time_s=8.62 total_time_s=3242.46 | managed_mb=4.3 working_set_mb=397.5
Batch complete: +200 images (total 74000/100000) | batch_time_s=8.65 total_time_s=3251.11 | managed_mb=3.8 working_set_mb=397.8
Batch complete: +200 images (total 74200/100000) | batch_time_s=8.69 total_time_s=3259.80 | managed_mb=4.2 working_set_mb=397.8
Batch complete: +200 images (total 74400/100000) | batch_time_s=8.70 total_time_s=3268.50 | managed_mb=4.6 working_set_mb=397.3
Batch complete: +200 images (total 74600/100000) | batch_time_s=8.61 total_time_s=3277.11 | managed_mb=4.2 working_set_mb=397.5
Batch complete: +200 images (total 74800/100000) | batch_time_s=8.70 total_time_s=3285.81 | managed_mb=3.6 working_set_mb=397.9
Batch complete: +200 images (total 75000/100000) | batch_time_s=8.65 total_time_s=3294.46 | managed_mb=4.0 working_set_mb=397.9
Batch complete: +200 images (total 75200/100000) | batch_time_s=8.70 total_time_s=3303.16 | managed_mb=4.7 working_set_mb=397.5
Batch complete: +200 images (total 75400/100000) | batch_time_s=8.70 total_time_s=3311.85 | managed_mb=4.3 working_set_mb=397.7
Batch complete: +200 images (total 75600/100000) | batch_time_s=8.69 total_time_s=3320.54 | managed_mb=4.2 working_set_mb=398.5
Batch complete: +200 images (total 75800/100000) | batch_time_s=8.64 total_time_s=3329.18 | managed_mb=4.7 working_set_mb=397.9
Batch complete: +200 images (total 76000/100000) | batch_time_s=8.72 total_time_s=3337.89 | managed_mb=4.4 working_set_mb=397.6
Batch complete: +200 images (total 76200/100000) | batch_time_s=8.65 total_time_s=3346.55 | managed_mb=4.0 working_set_mb=398.0
Batch complete: +200 images (total 76400/100000) | batch_time_s=8.68 total_time_s=3355.22 | managed_mb=4.5 working_set_mb=398.0
Batch complete: +200 images (total 76600/100000) | batch_time_s=8.71 total_time_s=3363.93 | managed_mb=4.9 working_set_mb=397.6
Batch complete: +200 images (total 76800/100000) | batch_time_s=8.70 total_time_s=3372.64 | managed_mb=4.3 working_set_mb=397.7
Batch complete: +200 images (total 77000/100000) | batch_time_s=8.74 total_time_s=3381.37 | managed_mb=4.4 working_set_mb=397.6
Batch complete: +200 images (total 77200/100000) | batch_time_s=8.73 total_time_s=3390.11 | managed_mb=3.8 working_set_mb=397.8
Batch complete: +200 images (total 77400/100000) | batch_time_s=8.75 total_time_s=3398.85 | managed_mb=4.3 working_set_mb=398.0
Batch complete: +200 images (total 77600/100000) | batch_time_s=8.73 total_time_s=3407.58 | managed_mb=4.0 working_set_mb=397.4
Batch complete: +200 images (total 77800/100000) | batch_time_s=8.75 total_time_s=3416.33 | managed_mb=4.4 working_set_mb=397.6
Batch complete: +200 images (total 78000/100000) | batch_time_s=8.76 total_time_s=3425.10 | managed_mb=4.1 working_set_mb=397.7
Batch complete: +200 images (total 78200/100000) | batch_time_s=8.74 total_time_s=3433.84 | managed_mb=4.4 working_set_mb=397.4
Batch complete: +200 images (total 78400/100000) | batch_time_s=8.71 total_time_s=3442.55 | managed_mb=4.9 working_set_mb=397.8
Batch complete: +200 images (total 78600/100000) | batch_time_s=8.71 total_time_s=3451.26 | managed_mb=3.7 working_set_mb=397.9
Batch complete: +200 images (total 78800/100000) | batch_time_s=8.70 total_time_s=3459.96 | managed_mb=4.2 working_set_mb=397.4
Batch complete: +200 images (total 79000/100000) | batch_time_s=8.70 total_time_s=3468.65 | managed_mb=4.6 working_set_mb=397.8
Batch complete: +200 images (total 79200/100000) | batch_time_s=8.78 total_time_s=3477.43 | managed_mb=4.0 working_set_mb=397.9
Batch complete: +200 images (total 79400/100000) | batch_time_s=8.72 total_time_s=3486.15 | managed_mb=4.5 working_set_mb=398.4
Batch complete: +200 images (total 79600/100000) | batch_time_s=8.70 total_time_s=3494.85 | managed_mb=4.1 working_set_mb=397.5
Batch complete: +200 images (total 79800/100000) | batch_time_s=8.72 total_time_s=3503.57 | managed_mb=4.4 working_set_mb=397.7
Batch complete: +200 images (total 80000/100000) | batch_time_s=8.82 total_time_s=3512.39 | managed_mb=4.6 working_set_mb=397.6
Batch complete: +200 images (total 80200/100000) | batch_time_s=8.78 total_time_s=3521.17 | managed_mb=4.2 working_set_mb=397.8
Batch complete: +200 images (total 80400/100000) | batch_time_s=8.78 total_time_s=3529.95 | managed_mb=4.3 working_set_mb=397.1
Batch complete: +200 images (total 80600/100000) | batch_time_s=8.61 total_time_s=3538.56 | managed_mb=4.2 working_set_mb=397.6
Batch complete: +200 images (total 80800/100000) | batch_time_s=8.60 total_time_s=3547.16 | managed_mb=4.6 working_set_mb=397.6
Batch complete: +200 images (total 81000/100000) | batch_time_s=8.62 total_time_s=3555.78 | managed_mb=4.1 working_set_mb=397.9
Batch complete: +200 images (total 81200/100000) | batch_time_s=8.62 total_time_s=3564.40 | managed_mb=4.6 working_set_mb=397.4
Batch complete: +200 images (total 81400/100000) | batch_time_s=8.60 total_time_s=3573.00 | managed_mb=4.4 working_set_mb=397.8
Batch complete: +200 images (total 81600/100000) | batch_time_s=8.63 total_time_s=3581.63 | managed_mb=3.9 working_set_mb=398.3
Batch complete: +200 images (total 81800/100000) | batch_time_s=8.56 total_time_s=3590.19 | managed_mb=4.1 working_set_mb=398.0
Batch complete: +200 images (total 82000/100000) | batch_time_s=8.60 total_time_s=3598.79 | managed_mb=4.6 working_set_mb=397.5
Batch complete: +200 images (total 82200/100000) | batch_time_s=8.65 total_time_s=3607.44 | managed_mb=4.3 working_set_mb=397.7
Batch complete: +200 images (total 82400/100000) | batch_time_s=8.59 total_time_s=3616.03 | managed_mb=3.9 working_set_mb=397.8
Batch complete: +200 images (total 82600/100000) | batch_time_s=8.57 total_time_s=3624.60 | managed_mb=4.2 working_set_mb=397.9
Batch complete: +200 images (total 82800/100000) | batch_time_s=8.69 total_time_s=3633.29 | managed_mb=4.7 working_set_mb=397.8
Batch complete: +200 images (total 83000/100000) | batch_time_s=8.59 total_time_s=3641.87 | managed_mb=4.2 working_set_mb=397.8
Batch complete: +200 images (total 83200/100000) | batch_time_s=8.68 total_time_s=3650.55 | managed_mb=4.5 working_set_mb=397.3
Batch complete: +200 images (total 83400/100000) | batch_time_s=8.67 total_time_s=3659.22 | managed_mb=4.3 working_set_mb=397.6
Batch complete: +200 images (total 83600/100000) | batch_time_s=8.66 total_time_s=3667.88 | managed_mb=3.8 working_set_mb=397.8
Batch complete: +200 images (total 83800/100000) | batch_time_s=8.68 total_time_s=3676.56 | managed_mb=4.1 working_set_mb=397.4
Batch complete: +200 images (total 84000/100000) | batch_time_s=8.67 total_time_s=3685.23 | managed_mb=4.6 working_set_mb=397.6
Batch complete: +200 images (total 84200/100000) | batch_time_s=8.70 total_time_s=3693.93 | managed_mb=3.7 working_set_mb=398.4
Batch complete: +200 images (total 84400/100000) | batch_time_s=8.72 total_time_s=3702.65 | managed_mb=4.1 working_set_mb=397.9
Batch complete: +200 images (total 84600/100000) | batch_time_s=8.74 total_time_s=3711.39 | managed_mb=4.7 working_set_mb=397.4
Batch complete: +200 images (total 84800/100000) | batch_time_s=8.71 total_time_s=3720.10 | managed_mb=3.8 working_set_mb=397.8
Batch complete: +200 images (total 85000/100000) | batch_time_s=8.67 total_time_s=3728.77 | managed_mb=4.2 working_set_mb=398.2
Batch complete: +200 images (total 85200/100000) | batch_time_s=8.71 total_time_s=3737.48 | managed_mb=4.4 working_set_mb=397.7
Batch complete: +200 images (total 85400/100000) | batch_time_s=8.72 total_time_s=3746.19 | managed_mb=4.9 working_set_mb=397.7
Batch complete: +200 images (total 85600/100000) | batch_time_s=8.70 total_time_s=3754.89 | managed_mb=3.6 working_set_mb=398.1
Batch complete: +200 images (total 85800/100000) | batch_time_s=8.72 total_time_s=3763.60 | managed_mb=4.0 working_set_mb=398.2
Batch complete: +200 images (total 86000/100000) | batch_time_s=8.72 total_time_s=3772.32 | managed_mb=4.2 working_set_mb=397.5
